Наименование;"Наименование артикула";"Код артикула";Валюта;Цена;"Доступен для заказа";"Зачеркнутая цена";"Закупочная цена";"Краткое описание";Описание;Теги;Заголовок;"Тип товаров""META Keywords";"META Description";"Ссылка на витрину";Производитель;Объем;Размеры;"Возраст детей";Страна-производитель;Материал;Изображения;Изображения;Изображения;Изображения;Изображения;Изображения;Изображения;Изображения;Изображения;Изображения;Изображения;Изображения;Изображения;Изображения;Изображения
"Temporary2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"!IgrRu";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"!!'ИГРАЕМ ВМЕСТЕ' ЖЕЛЕЗНЫЕ ДОРОГИ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"МАШИНА 'ТЕХНОПАРК' МЕТАЛЛ. ИНЕРЦ. УРАЛ БУДКА ПОЛИЦИЯ 12СМ, ОТКРЫВ. ДВЕРИ В РУСС. КОР. в кор.2*24шт";"";"";"RUB";"";"1";"";"";"МАШИНА 'ТЕХНОПАРК' МЕТАЛЛ";"МАШИНА 'ТЕХНОПАРК' МЕТАЛЛ. ИНЕРЦ. УРАЛ БУДКА ПОЛИЦИЯ 12СМ, ОТКРЫВ. ДВЕРИ В РУСС. КОР. в кор.2*24шт Машина выполнена из металла Урал Будка Полиция. Двери кабины и капот открываются. «Урал» выполнен с высоким уровнем детализации в реалистичной манере. Автомобиль легко передвигается по любой поверхности благодаря устойчивым функциональным колесам. Машинка снабжена инерционным механизмом, если её немного откатить назад и отпустить она хорошо развивает скорость. Сюжетно-ролевые игры с машинами развивают мелкую моторику рук, речь, фантазию и воображение ребёнка. Все элементы изделия выполнены из качественных металла и пластика. Размер 12 см. В процессе игры с набором кроха разовьет мелкую моторику рук, а также координацию движений и фантазию. Рекомендовано детям от 3-х лет.";"";"МАШИНА 'ТЕХНОПАРК' МЕТАЛЛ. ИНЕРЦ. УРАЛ БУДКА ПОЛИЦИЯ 12СМ, ОТКРЫВ. ДВЕРИ В РУСС. КОР. в кор.2*24шт";"";"";"mashina-tekhnopark-metall-inerts-ural-budka-politsiya-12sm-otkryv-dveri-v-russ-kor-v-kor224sht-sbt-297379839";"";"";"";"";"";"";"http://img.simba-trade.ru/site1/222680_c.jpg";"http://img.simba-trade.ru/site1/a222680_c.jpg";"";"";"";"";"";"";"";"";"";"";"";"";""
"МАШИНА 'ТЕХНОПАРК' МЕТАЛЛ. ИНЕРЦ. УРАЛ САМОСВАЛ СИНЯЯ КАБ. 12СМ, ОТКРЫВ. ДВЕРИ В КОР. в кор.2*24шт";"";"";"RUB";"";"1";"";"";"МАШИНА 'ТЕХНОПАРК' МЕТАЛЛ";"МАШИНА 'ТЕХНОПАРК' МЕТАЛЛ. ИНЕРЦ. УРАЛ САМОСВАЛ 'ГОРСТРОЙ' СИНЯЯ КАБИНА 12СМ, ОТКРЫВ. ДВЕРИ В РУСС. КОР. в кор.2*24шт";"";"МАШИНА 'ТЕХНОПАРК' МЕТАЛЛ. ИНЕРЦ. УРАЛ САМОСВАЛ СИНЯЯ КАБ. 12СМ, ОТКРЫВ. ДВЕРИ В КОР. в кор.2*24шт";"";"";"mashina-tekhnopark-metall-inerts-ural-samosval-sinyaya-kab-12sm-otkryv-dveri-v-kor-v-kor224sht-sbt-1426283345";"";"";"";"";"";"";"http://img.simba-trade.ru/site1/222686_c.jpg";"http://img.simba-trade.ru/site1/a222686_c.jpg";"";"";"";"";"";"";"";"";"";"";"";"";""
"МАШИНА 'ТЕХНОПАРК' МЕТАЛЛ. ИНЕРЦ. КАМАЗ РАКЕТА СЕР. КАМУФ. 12СМ, ОТКРЫВ. ДВЕРИ В КОР. в кор.2*24шт";"";"SBT-SB-16-69-B-WB";"RUB";"270,00";"1";"";"";"МАШИНА 'ТЕХНОПАРК' МЕТАЛЛ";"МАШИНА 'ТЕХНОПАРК' МЕТАЛЛ. ИНЕРЦ. КАМАЗ РАКЕТА СЕР. КАМУФ. 12СМ, ОТКРЫВ. ДВЕРИ В РУСС. КОР. в кор.2*24шт";"";"МАШИНА 'ТЕХНОПАРК' МЕТАЛЛ. ИНЕРЦ. КАМАЗ РАКЕТА СЕР. КАМУФ. 12СМ, ОТКРЫВ. ДВЕРИ В КОР. в кор.2*24шт";"";"";"mashina-tekhnopark-metall-inerts-kamaz-raketa-ser-kamuf-12sm-otkryv-dveri-v-kor-v-kor224sht-sbt-1512703635";"";"";"";"";"";"";"http://img.simba-trade.ru/site1/222693_c.jpg";"http://img.simba-trade.ru/site1/a222693_c.jpg";"";"";"";"";"";"";"";"";"";"";"";"";""
"АВТОБУС ДВУХЭТАЖНЫЙ 'ТЕХНОПАРК' МЕТАЛЛ. 15СМ, ОТКРЫТЫЙ ВЕРХ, ОТКРЫВ. ДВЕРИ В РУСС. КОР. в кор.2*24шт";"";"SBT-SB-16-21";"RUB";"343,20";"1";"";"";"АВТОБУС ДВУХЭТАЖНЫЙ 'ТЕХНОПАРК' МЕТАЛЛ";"АВТОБУС ДВУХЭТАЖНЫЙ 'ТЕХНОПАРК' МЕТАЛЛ. 15СМ, ОТКРЫТЫЙ ВЕРХ, ОТКРЫВ. ДВЕРИ И БАГАЖНЫЙ ОТСЕК В РУСС. КОР. в кор.2*24шт";"";"АВТОБУС ДВУХЭТАЖНЫЙ 'ТЕХНОПАРК' МЕТАЛЛ. 15СМ, ОТКРЫТЫЙ ВЕРХ, ОТКРЫВ. ДВЕРИ В РУСС. КОР. в кор.2*24шт";"";"";"avtobus-dvukhetazhnyy-tekhnopark-metall-15sm-otkrytyy-verkh-otkryv-dveri-v-russ-kor-v-kor224sht-sbt-1713234649";"";"";"";"";"";"";"http://img.simba-trade.ru/site1/222694_c.jpg";"http://img.simba-trade.ru/site1/a222694_c.jpg";"";"";"";"";"";"";"";"";"";"";"";"";""
"МАШИНА 'ТЕХНОПАРК' МЕТАЛЛ. ИНЕРЦ. УРАЛ СНЕГОУБОРОЧНАЯ МАШИНА 12СМ, ОТКРЫВ. ДВЕРИ В КОР. в кор.2*24шт";"";"SBT-SB-16-53-A-WB";"RUB";"270,00";"1";"";"";"МАШИНА 'ТЕХНОПАРК' МЕТАЛЛ";"МАШИНА 'ТЕХНОПАРК' МЕТАЛЛ. ИНЕРЦ. УРАЛ СНЕГОУБОРОЧНАЯ МАШИНА 12СМ, ОТКРЫВ. ДВЕРИ В КОР. в кор.2*24шт Коллекционная модель машины 'Урал 5557' - Снегоуборщик из серии Технопарк является точной копией одноименного автомобиля в уменьшенном масштабе. Модель обладает высокой реалистичностью за счет подвижных элементов (открываются двери). Машина оснащена инерционным механизмом, что позволяет ей ускоряться вперед. Такая игрушка особенно обрадует маленьких любителей техники. Модель сделана из высокопрочного металла и пластика. Размер 12 см. Рекомендовано детям старше 3-х лет.";"";"МАШИНА 'ТЕХНОПАРК' МЕТАЛЛ. ИНЕРЦ. УРАЛ СНЕГОУБОРОЧНАЯ МАШИНА 12СМ, ОТКРЫВ. ДВЕРИ В КОР. в кор.2*24шт";"";"";"mashina-tekhnopark-metall-inerts-ural-snegouborochnaya-mashina-12sm-otkryv-dveri-v-kor-v-kor224sht-sbt-866455028";"";"";"";"";"";"";"http://img.simba-trade.ru/site1/222687_c.jpg";"http://img.simba-trade.ru/site1/a222687_c.jpg";"";"";"";"";"";"";"";"";"";"";"";"";""
"МАШИНА 'ТЕХНОПАРК' МЕТАЛЛ. ИНЕРЦ. УРАЛ АВАРИЙНАЯ СЛУЖБА 12СМ, ОТКРЫВ. ДВЕРИ В РУСС. КОР в кор.2*24шт";"";"SBT-SB-16-55-B-WB";"RUB";"270,00";"1";"";"";"МАШИНА 'ТЕХНОПАРК' МЕТАЛЛ";"МАШИНА 'ТЕХНОПАРК' МЕТАЛЛ. ИНЕРЦ. УРАЛ АВАРИЙНАЯ СЛУЖБА 12СМ, ОТКРЫВ. ДВЕРИ В РУСС. КОР в кор.2*24шт Игрушка выполнена реалистичной мини-копией автомобиля 'Урал 5557' в дизайне спецтехники. Кабина исполнена в ярком оранжевом цвете, на дверях нанесены надписи «Аварийная служба 01». Двери кабины открываются, благодаря чему можно рассмотреть, как тщательно она выполнена внутри. Игрушка порадует детей своей функциональностью: стрела машины поднимается и опускается, благодаря чему с ней можно имитировать спасительную операцию. Автомобиль снабжён инерционным механизмом, благодаря чему может самостоятельно проезжать некоторые расстояния от незначительного толчка. Изделие выполнено из устойчивого к деформациям металла и высококачественного нетоксичного пластика. Играя в сюжетно-ролевые игры, ребенок развивает мелкую моторику и воображение. Размер 12 см. Рекомендовано детям от 3-х лет.";"";"МАШИНА 'ТЕХНОПАРК' МЕТАЛЛ. ИНЕРЦ. УРАЛ АВАРИЙНАЯ СЛУЖБА 12СМ, ОТКРЫВ. ДВЕРИ В РУСС. КОР в кор.2*24шт";"";"";"mashina-tekhnopark-metall-inerts-ural-avariynaya-sluzhba-12sm-otkryv-dveri-v-russ-kor-v-kor224sht-sbt-1328072081";"";"";"";"";"";"";"http://img.simba-trade.ru/site1/222691_c.jpg";"http://img.simba-trade.ru/site1/a222691_c.jpg";"";"";"";"";"";"";"";"";"";"";"";"";""
"МАШИНА 'ТЕХНОПАРК' МЕТАЛЛ. ИНЕРЦ. УРАЛ БУДКА ВС ЗЕЛ. КАМУФ. 12СМ, ОТКРЫВ. ДВЕРИ В КОР. в кор.2*24шт";"";"SBT-SB-16-51-C-WB";"RUB";"270,00";"1";"";"";"МАШИНА 'ТЕХНОПАРК' МЕТАЛЛ";"МАШИНА 'ТЕХНОПАРК' МЕТАЛЛ. ИНЕРЦ. УРАЛ БУДКА ВС ЗЕЛ. КАМУФ. 12СМ, ОТКРЫВ. ДВЕРИ В РУСС. КОР. в кор.2*24шт";"";"МАШИНА 'ТЕХНОПАРК' МЕТАЛЛ. ИНЕРЦ. УРАЛ БУДКА ВС ЗЕЛ. КАМУФ. 12СМ, ОТКРЫВ. ДВЕРИ В КОР. в кор.2*24шт";"";"";"mashina-tekhnopark-metall-inerts-ural-budka-vs-zel-kamuf-12sm-otkryv-dveri-v-kor-v-kor224sht-sbt-383715915";"";"";"";"";"";"";"http://img.simba-trade.ru/site1/222682_c.jpg";"http://img.simba-trade.ru/site1/a222682_c.jpg";"";"";"";"";"";"";"";"";"";"";"";"";""
"МАШИНА 'ТЕХНОПАРК' МЕТАЛЛ. ИНЕРЦ. УРАЛ РАКЕТА ВС ЗЕЛ. КАМУФ. 12СМ, ОТКРЫВ. ДВЕРИ В КОР. в кор.2*24шт";"";"SBT-SB-16-49-A-WB";"RUB";"270,00";"1";"";"";"МАШИНА 'ТЕХНОПАРК' МЕТАЛЛ";"МАШИНА 'ТЕХНОПАРК' МЕТАЛЛ. ИНЕРЦ. УРАЛ РАКЕТА ВС ЗЕЛ. КАМУФ. 12СМ, ОТКРЫВ. ДВЕРИ В КОР. в кор.2*24шт Металлическая машинка «УРАЛ 5557» выглядит в точной копии своего прототипа. Такая игрушка понравится не только ребёнку, но и взрослому коллекционеру. Машина имеет встроенный инерционный механизм, благодаря которому легко и быстро устремится вперёд, достаточно только оттянуть машинку назад и отпустить. У ммодели открываются двери в кабине. Держатель ракеты может подниматься и поворачиваться вокруг своей оси. Играя, ребёнок сможет развить ловкость, двигательную активность рук, мелкую моторику пальцев. Модель окрашена в камуфляж, а материалами изготовления служили металл и пластик. Размер 12 см. Рекомендовано детям от 3-х лет.";"";"МАШИНА 'ТЕХНОПАРК' МЕТАЛЛ. ИНЕРЦ. УРАЛ РАКЕТА ВС ЗЕЛ. КАМУФ. 12СМ, ОТКРЫВ. ДВЕРИ В КОР. в кор.2*24шт";"";"";"mashina-tekhnopark-metall-inerts-ural-raketa-vs-zel-kamuf-12sm-otkryv-dveri-v-kor-v-kor224sht-sbt-1416619552";"";"";"";"";"";"";"http://img.simba-trade.ru/site1/222688_c.jpg";"http://img.simba-trade.ru/site1/a222688_c.jpg";"";"";"";"";"";"";"";"";"";"";"";"";""
"МАШИНА 'ТЕХНОПАРК' МЕТАЛЛ. ИНЕРЦ. PORSCHE CAYENNE S, ОТКРЫВ. ДВЕРИ В РУСС. КОР. в кор.2*36шт";"";"SBT-67302";"RUB";"244,95";"1";"";"";"МАШИНА 'ТЕХНОПАРК' МЕТАЛЛ";"МАШИНА 'ТЕХНОПАРК' МЕТАЛЛ. ИНЕРЦ. PORSCHE CAYENNE S, ОТКРЫВ. ДВЕРИ, ЦВЕТ В АССОРТ. В РУСС. КОР. в кор.2*36шт";"";"МАШИНА 'ТЕХНОПАРК' МЕТАЛЛ. ИНЕРЦ. PORSCHE CAYENNE S, ОТКРЫВ. ДВЕРИ В РУСС. КОР. в кор.2*36шт";"";"";"mashina-tekhnopark-metall-inerts-porsche-cayenne-s-otkryv-dveri-v-russ-kor-v-kor236sht-sbt-1821064680";"";"";"";"";"";"";"http://img.simba-trade.ru/site1/192934_c.jpg";"http://img.simba-trade.ru/site1/a192934_c.jpg";"";"";"";"";"";"";"";"";"";"";"";"";""
"МАШИНА 'ТЕХНОПАРК' МЕТАЛЛ. ИНЕРЦ. BENTLEY CONTINENTAL, ОТКРЫВ. ДВЕРИ В РУСС. КОР. в кор.2*36шт";"";"SBT-67307";"RUB";"257,60";"1";"";"";"МАШИНА 'ТЕХНОПАРК' МЕТАЛЛ";"МАШИНА 'ТЕХНОПАРК' МЕТАЛЛ. ИНЕРЦ. BENTLEY CONTINENTAL, ОТКРЫВ. ДВЕРИ, ЦВЕТ В АССОРТ. В РУСС. КОР. в кор.2*36шт";"";"МАШИНА 'ТЕХНОПАРК' МЕТАЛЛ. ИНЕРЦ. BENTLEY CONTINENTAL, ОТКРЫВ. ДВЕРИ В РУСС. КОР. в кор.2*36шт";"";"";"mashina-tekhnopark-metall-inerts-bentley-continental-otkryv-dveri-v-russ-kor-v-kor236sht-sbt-239591433";"";"";"";"";"";"";"http://img.simba-trade.ru/site1/192937_c.jpg";"http://img.simba-trade.ru/site1/a192937_c.jpg";"";"";"";"";"";"";"";"";"";"";"";"";""
"МАШИНА 'ТЕХНОПАРК' МЕТАЛЛ. ИНЕРЦ. FORD MUSTANG GT, ОТКРЫВ. ДВЕРИ В РУСС. КОР. в кор.2*36шт";"";"SBT-67310";"RUB";"232,76";"1";"";"";"МАШИНА 'ТЕХНОПАРК' МЕТАЛЛ";"МАШИНА 'ТЕХНОПАРК' МЕТАЛЛ. ИНЕРЦ. FORD MUSTANG GT, ОТКРЫВ. ДВЕРИ, ЦВЕТ В АССОРТ. В РУСС. КОР. в кор.2*36шт";"";"МАШИНА 'ТЕХНОПАРК' МЕТАЛЛ. ИНЕРЦ. FORD MUSTANG GT, ОТКРЫВ. ДВЕРИ В РУСС. КОР. в кор.2*36шт";"";"";"mashina-tekhnopark-metall-inerts-ford-mustang-gt-otkryv-dveri-v-russ-kor-v-kor236sht-sbt-912813052";"";"";"";"";"";"";"http://img.simba-trade.ru/site1/192933_c.jpg";"http://img.simba-trade.ru/site1/a192933_c.jpg";"";"";"";"";"";"";"";"";"";"";"";"";""
"МАШИНА 'ТЕХНОПАРК' МЕТАЛЛ. ИНЕРЦ. AUDI Q7, ОТКРЫВ. ДВЕРИ В РУСС. КОР. в кор.2*36шт";"";"SBT-67305";"RUB";"232,95";"1";"";"";"МАШИНА 'ТЕХНОПАРК' МЕТАЛЛ";"МАШИНА 'ТЕХНОПАРК' МЕТАЛЛ. ИНЕРЦ. AUDI Q7, ОТКРЫВ. ДВЕРИ, ЦВЕТ В АССОРТ. В РУСС. КОР. в кор.2*36шт";"";"МАШИНА 'ТЕХНОПАРК' МЕТАЛЛ. ИНЕРЦ. AUDI Q7, ОТКРЫВ. ДВЕРИ В РУСС. КОР. в кор.2*36шт";"";"";"mashina-tekhnopark-metall-inerts-audi-q7-otkryv-dveri-v-russ-kor-v-kor236sht-sbt-2051363329";"";"";"";"";"";"";"http://img.simba-trade.ru/site1/192932_c.jpg";"http://img.simba-trade.ru/site1/a192932_c.jpg";"";"";"";"";"";"";"";"";"";"";"";"";""
